"Name","Commuting"
"Description","The share of individuals who worked in the last week (excluding those who work at home), by the reported time it usually takes to get from home to work."
"Source Notes","U.S. Census Bureau, American Community Survey 1-Year Estimates, Table B08012 (2012-2019, 2021); retrieved from <a href=""https://data.census.gov/"" target=""_blank"">https://data.census.gov/</a>."
"Notes","Please note, we do not report 2020 American Community Survey 1-year estimates. Due to disruptions and biases in data collection during 2020, the Census Bureau released the &ldquo;experimental&rdquo; 1-year estimates for 2020 and advises against comparing against estimates from prior or future years."

Location,Travel Time,TimeFrame,DataFormat,Data,Fips
Brooklyn,Under 30 minutes,2014,Percent,0.25335,36047
Manhattan,Under 30 minutes,2014,Percent,0.44299,36061
Queens,Under 30 minutes,2014,Percent,0.26145,36081
Staten Island,Under 30 minutes,2014,Percent,0.38368,36085
New York City,Under 30 minutes,2014,Percent,0.30662,3651000
Battery Park/Tribeca,An hour or more,2014,Percent,0.05465,101
Greenwich Village,An hour or more,2014,Percent,0.05465,102
Lower East Side,An hour or more,2014,Percent,0.08164,103
Chelsea/Clinton,An hour or more,2014,Percent,0.06817,104
Midtown Business District,An hour or more,2014,Percent,0.06817,105
Murray Hill/Stuyvesant,An hour or more,2014,Percent,0.06712,106
Upper West Side,An hour or more,2014,Percent,0.07457,107
Upper East Side,An hour or more,2014,Percent,0.07336,108
Manhattanville,An hour or more,2014,Percent,0.10044,109
Central Harlem,An hour or more,2014,Percent,0.09827,110
East Harlem,An hour or more,2014,Percent,0.14514,111
Washington Heights,An hour or more,2014,Percent,0.2307,112
Mott Haven,An hour or more,2014,Percent,0.26756,201
Hunts Point,An hour or more,2014,Percent,0.26756,202
Morrisania,An hour or more,2014,Percent,0.3577,203
Concourse/Highbridge,An hour or more,2014,Percent,0.20178,204
University Heights,An hour or more,2014,Percent,0.29382,205
East Tremont,An hour or more,2014,Percent,0.3577,206
Bedford Park,An hour or more,2014,Percent,0.31206,207
Riverdale,An hour or more,2014,Percent,0.34245,208
Unionport/Soundview,An hour or more,2014,Percent,0.3761,209
Throgs Neck,An hour or more,2014,Percent,0.3498,210
Pelham Parkway,An hour or more,2014,Percent,0.35721,211
Williamsbridge,An hour or more,2014,Percent,0.36815,212
Williamsburg/Greenpoint,An hour or more,2014,Percent,0.11639,301
Fort Greene/Brooklyn Hts,An hour or more,2014,Percent,0.12729,302
Bedford Stuyvesant,An hour or more,2014,Percent,0.23182,303
Bushwick,An hour or more,2014,Percent,0.20742,304
East New York,An hour or more,2014,Percent,0.28311,305
Park Slope,An hour or more,2014,Percent,0.11316,306
Sunset Park,An hour or more,2014,Percent,0.2854,307
Crown Heights North,An hour or more,2014,Percent,0.21861,308
Crown Heights South,An hour or more,2014,Percent,0.26609,309
Bay Ridge,An hour or more,2014,Percent,0.33537,310
Bensonhurst,An hour or more,2014,Percent,0.38983,311
Borough Park,An hour or more,2014,Percent,0.22444,312
Coney Island,An hour or more,2014,Percent,0.35566,313
Flatbush/Midwood,An hour or more,2014,Percent,0.25025,314
Sheepshead Bay,An hour or more,2014,Percent,0.35533,315
Brownsville,An hour or more,2014,Percent,0.35193,316
East Flatbush,An hour or more,2014,Percent,0.32468,317
Canarsie,An hour or more,2014,Percent,0.39275,318
Astoria,An hour or more,2014,Percent,0.15227,401
Sunnyside/Woodside,An hour or more,2014,Percent,0.1271,402
Jackson Heights,An hour or more,2014,Percent,0.28035,403
Elmhurst/Corona,An hour or more,2014,Percent,0.28579,404
Ridgewood/Glendale,An hour or more,2014,Percent,0.20339,405
Rego Park/Forest Hills,An hour or more,2014,Percent,0.24904,406
Flushing,An hour or more,2014,Percent,0.272,407
Fresh Meadows/Briarwood,An hour or more,2014,Percent,0.35124,408
Woodhaven,An hour or more,2014,Percent,0.32347,409
Howard Beach,An hour or more,2014,Percent,0.33853,410
Bayside,An hour or more,2014,Percent,0.31026,411
Jamaica/St. Albans,An hour or more,2014,Percent,0.42697,412
Queens Village,An hour or more,2014,Percent,0.3325,413
The Rockaways,An hour or more,2014,Percent,0.44292,414
St. George,An hour or more,2014,Percent,0.3376,501
South Beach,An hour or more,2014,Percent,0.33204,502
Tottenville,An hour or more,2014,Percent,0.33112,503
Bronx,An hour or more,2014,Percent,0.32663,36005
Brooklyn,An hour or more,2014,Percent,0.26779,36047
Manhattan,An hour or more,2014,Percent,0.09748,36061
Queens,An hour or more,2014,Percent,0.28737,36081
Staten Island,An hour or more,2014,Percent,0.33373,36085
New York City,An hour or more,2014,Percent,0.24795,3651000
Battery Park/Tribeca,30 to 59 minutes,2014,Percent,0.35917,101
Greenwich Village,30 to 59 minutes,2014,Percent,0.35917,102
Lower East Side,30 to 59 minutes,2014,Percent,0.39956,103
Chelsea/Clinton,30 to 59 minutes,2014,Percent,0.35901,104
Midtown Business District,30 to 59 minutes,2014,Percent,0.35901,105
Murray Hill/Stuyvesant,30 to 59 minutes,2014,Percent,0.36437,106
Upper West Side,30 to 59 minutes,2014,Percent,0.50444,107
Upper East Side,30 to 59 minutes,2014,Percent,0.51683,108
Manhattanville,30 to 59 minutes,2014,Percent,0.55855,109
Central Harlem,30 to 59 minutes,2014,Percent,0.59714,110
East Harlem,30 to 59 minutes,2014,Percent,0.49373,111
Washington Heights,30 to 59 minutes,2014,Percent,0.50603,112
Mott Haven,30 to 59 minutes,2014,Percent,0.49469,201
Hunts Point,30 to 59 minutes,2014,Percent,0.49469,202
Morrisania,30 to 59 minutes,2014,Percent,0.41646,203
Concourse/Highbridge,30 to 59 minutes,2014,Percent,0.50714,204
University Heights,30 to 59 minutes,2014,Percent,0.42799,205
East Tremont,30 to 59 minutes,2014,Percent,0.41646,206
Bedford Park,30 to 59 minutes,2014,Percent,0.44943,207
Riverdale,30 to 59 minutes,2014,Percent,0.38778,208
Unionport/Soundview,30 to 59 minutes,2014,Percent,0.4019,209
Throgs Neck,30 to 59 minutes,2014,Percent,0.34089,210
Pelham Parkway,30 to 59 minutes,2014,Percent,0.3128,211
Williamsbridge,30 to 59 minutes,2014,Percent,0.31586,212
Williamsburg/Greenpoint,30 to 59 minutes,2014,Percent,0.59555,301
Fort Greene/Brooklyn Hts,30 to 59 minutes,2014,Percent,0.57127,302
Bedford Stuyvesant,30 to 59 minutes,2014,Percent,0.55461,303
Bushwick,30 to 59 minutes,2014,Percent,0.57027,304
East New York,30 to 59 minutes,2014,Percent,0.57707,305
Park Slope,30 to 59 minutes,2014,Percent,0.64637,306
Sunset Park,30 to 59 minutes,2014,Percent,0.47191,307
Crown Heights North,30 to 59 minutes,2014,Percent,0.53602,308
Crown Heights South,30 to 59 minutes,2014,Percent,0.51467,309
Bay Ridge,30 to 59 minutes,2014,Percent,0.37766,310
Bensonhurst,30 to 59 minutes,2014,Percent,0.36759,311
Borough Park,30 to 59 minutes,2014,Percent,0.37495,312
Coney Island,30 to 59 minutes,2014,Percent,0.32588,313
Flatbush/Midwood,30 to 59 minutes,2014,Percent,0.4894,314
Sheepshead Bay,30 to 59 minutes,2014,Percent,0.37024,315
Brownsville,30 to 59 minutes,2014,Percent,0.45944,316
East Flatbush,30 to 59 minutes,2014,Percent,0.49303,317
Canarsie,30 to 59 minutes,2014,Percent,0.33727,318
Astoria,30 to 59 minutes,2014,Percent,0.57608,401
Sunnyside/Woodside,30 to 59 minutes,2014,Percent,0.60924,402
Jackson Heights,30 to 59 minutes,2014,Percent,0.47548,403
Elmhurst/Corona,30 to 59 minutes,2014,Percent,0.50069,404
Ridgewood/Glendale,30 to 59 minutes,2014,Percent,0.58925,405
Rego Park/Forest Hills,30 to 59 minutes,2014,Percent,0.52811,406
Flushing,30 to 59 minutes,2014,Percent,0.37876,407
Fresh Meadows/Briarwood,30 to 59 minutes,2014,Percent,0.33542,408
Woodhaven,30 to 59 minutes,2014,Percent,0.45262,409
Howard Beach,30 to 59 minutes,2014,Percent,0.38596,410
Bayside,30 to 59 minutes,2014,Percent,0.37779,411
Jamaica/St. Albans,30 to 59 minutes,2014,Percent,0.36497,412
Queens Village,30 to 59 minutes,2014,Percent,0.3974,413
The Rockaways,30 to 59 minutes,2014,Percent,0.28793,414
St. George,30 to 59 minutes,2014,Percent,0.23916,501
South Beach,30 to 59 minutes,2014,Percent,0.3176,502
Tottenville,30 to 59 minutes,2014,Percent,0.30003,503
Bronx,30 to 59 minutes,2014,Percent,0.40304,36005
Brooklyn,30 to 59 minutes,2014,Percent,0.47887,36047
Manhattan,30 to 59 minutes,2014,Percent,0.45953,36061
Queens,30 to 59 minutes,2014,Percent,0.45118,36081
Staten Island,30 to 59 minutes,2014,Percent,0.2826,36085
New York City,30 to 59 minutes,2014,Percent,0.44543,3651000
Battery Park/Tribeca,Under 30 minutes,2015,Percent,0.67557,101
Greenwich Village,Under 30 minutes,2015,Percent,0.67557,102
Lower East Side,Under 30 minutes,2015,Percent,0.46802,103
Chelsea/Clinton,Under 30 minutes,2015,Percent,0.60547,104
Midtown Business District,Under 30 minutes,2015,Percent,0.60547,105
Murray Hill/Stuyvesant,Under 30 minutes,2015,Percent,0.5944,106
Upper West Side,Under 30 minutes,2015,Percent,0.41878,107
Upper East Side,Under 30 minutes,2015,Percent,0.42039,108
Manhattanville,Under 30 minutes,2015,Percent,0.30205,109
Central Harlem,Under 30 minutes,2015,Percent,0.27663,110
East Harlem,Under 30 minutes,2015,Percent,0.40261,111
Washington Heights,Under 30 minutes,2015,Percent,0.26442,112
Mott Haven,Under 30 minutes,2015,Percent,0.26323,201
Hunts Point,Under 30 minutes,2015,Percent,0.26323,202
Morrisania,Under 30 minutes,2015,Percent,0.27695,203
Concourse/Highbridge,Under 30 minutes,2015,Percent,0.27872,204
University Heights,Under 30 minutes,2015,Percent,0.25078,205
East Tremont,Under 30 minutes,2015,Percent,0.27695,206
Bedford Park,Under 30 minutes,2015,Percent,0.24275,207
Riverdale,Under 30 minutes,2015,Percent,0.26867,208
Unionport/Soundview,Under 30 minutes,2015,Percent,0.22487,209
Throgs Neck,Under 30 minutes,2015,Percent,0.3239,210
Pelham Parkway,Under 30 minutes,2015,Percent,0.2747,211
Williamsbridge,Under 30 minutes,2015,Percent,0.26255,212
Williamsburg/Greenpoint,Under 30 minutes,2015,Percent,0.29878,301
Fort Greene/Brooklyn Hts,Under 30 minutes,2015,Percent,0.33354,302
Bedford Stuyvesant,Under 30 minutes,2015,Percent,0.24568,303
Bushwick,Under 30 minutes,2015,Percent,0.20602,304
East New York,Under 30 minutes,2015,Percent,0.16035,305
Park Slope,Under 30 minutes,2015,Percent,0.24459,306
Sunset Park,Under 30 minutes,2015,Percent,0.25592,307
Crown Heights North,Under 30 minutes,2015,Percent,0.25904,308
Crown Heights South,Under 30 minutes,2015,Percent,0.20112,309
Bay Ridge,Under 30 minutes,2015,Percent,0.28805,310
Bensonhurst,Under 30 minutes,2015,Percent,0.25611,311
Borough Park,Under 30 minutes,2015,Percent,0.42722,312
Coney Island,Under 30 minutes,2015,Percent,0.25978,313
Flatbush/Midwood,Under 30 minutes,2015,Percent,0.24512,314
Sheepshead Bay,Under 30 minutes,2015,Percent,0.26682,315
Brownsville,Under 30 minutes,2015,Percent,0.15809,316
East Flatbush,Under 30 minutes,2015,Percent,0.18918,317
Canarsie,Under 30 minutes,2015,Percent,0.24638,318
Astoria,Under 30 minutes,2015,Percent,0.21229,401
Sunnyside/Woodside,Under 30 minutes,2015,Percent,0.21334,402
Jackson Heights,Under 30 minutes,2015,Percent,0.21368,403
Elmhurst/Corona,Under 30 minutes,2015,Percent,0.20076,404
Ridgewood/Glendale,Under 30 minutes,2015,Percent,0.23118,405
Rego Park/Forest Hills,Under 30 minutes,2015,Percent,0.20216,406
Flushing,Under 30 minutes,2015,Percent,0.34531,407
Fresh Meadows/Briarwood,Under 30 minutes,2015,Percent,0.27877,408
Woodhaven,Under 30 minutes,2015,Percent,0.21342,409
Howard Beach,Under 30 minutes,2015,Percent,0.25233,410
Bayside,Under 30 minutes,2015,Percent,0.30934,411
Jamaica/St. Albans,Under 30 minutes,2015,Percent,0.23548,412
Queens Village,Under 30 minutes,2015,Percent,0.26952,413
The Rockaways,Under 30 minutes,2015,Percent,0.25386,414
St. George,Under 30 minutes,2015,Percent,0.41602,501
South Beach,Under 30 minutes,2015,Percent,0.37298,502
Tottenville,Under 30 minutes,2015,Percent,0.35591,503
Bronx,Under 30 minutes,2015,Percent,0.26552,36005
Brooklyn,Under 30 minutes,2015,Percent,0.25398,36047
Manhattan,Under 30 minutes,2015,Percent,0.45076,36061
Queens,Under 30 minutes,2015,Percent,0.24722,36081
Staten Island,Under 30 minutes,2015,Percent,0.38109,36085
New York City,Under 30 minutes,2015,Percent,0.30291,3651000
Battery Park/Tribeca,An hour or more,2015,Percent,0.05202,101
Greenwich Village,An hour or more,2015,Percent,0.05202,102
Lower East Side,An hour or more,2015,Percent,0.10553,103
Chelsea/Clinton,An hour or more,2015,Percent,0.08749,104
Midtown Business District,An hour or more,2015,Percent,0.08749,105
Murray Hill/Stuyvesant,An hour or more,2015,Percent,0.0654,106
Upper West Side,An hour or more,2015,Percent,0.10042,107
Upper East Side,An hour or more,2015,Percent,0.0849,108
Manhattanville,An hour or more,2015,Percent,0.15453,109
Central Harlem,An hour or more,2015,Percent,0.13961,110
East Harlem,An hour or more,2015,Percent,0.11054,111
Washington Heights,An hour or more,2015,Percent,0.25584,112
Mott Haven,An hour or more,2015,Percent,0.36447,201
Hunts Point,An hour or more,2015,Percent,0.36447,202
Morrisania,An hour or more,2015,Percent,0.37143,203
Concourse/Highbridge,An hour or more,2015,Percent,0.21215,204
University Heights,An hour or more,2015,Percent,0.23647,205
East Tremont,An hour or more,2015,Percent,0.37143,206
Bedford Park,An hour or more,2015,Percent,0.35021,207
Riverdale,An hour or more,2015,Percent,0.36879,208
Unionport/Soundview,An hour or more,2015,Percent,0.44046,209
Throgs Neck,An hour or more,2015,Percent,0.38982,210
Pelham Parkway,An hour or more,2015,Percent,0.41505,211
Williamsbridge,An hour or more,2015,Percent,0.3951,212
Williamsburg/Greenpoint,An hour or more,2015,Percent,0.10626,301
Fort Greene/Brooklyn Hts,An hour or more,2015,Percent,0.12606,302
Bedford Stuyvesant,An hour or more,2015,Percent,0.22142,303
Bushwick,An hour or more,2015,Percent,0.22999,304
East New York,An hour or more,2015,Percent,0.30024,305
Park Slope,An hour or more,2015,Percent,0.13001,306
Sunset Park,An hour or more,2015,Percent,0.29525,307
Crown Heights North,An hour or more,2015,Percent,0.22038,308
Crown Heights South,An hour or more,2015,Percent,0.21817,309
Bay Ridge,An hour or more,2015,Percent,0.32859,310
Bensonhurst,An hour or more,2015,Percent,0.4347,311
Borough Park,An hour or more,2015,Percent,0.23058,312
Coney Island,An hour or more,2015,Percent,0.3862,313
Flatbush/Midwood,An hour or more,2015,Percent,0.287,314
Sheepshead Bay,An hour or more,2015,Percent,0.37949,315
Brownsville,An hour or more,2015,Percent,0.34465,316
East Flatbush,An hour or more,2015,Percent,0.34347,317
Canarsie,An hour or more,2015,Percent,0.40254,318
Astoria,An hour or more,2015,Percent,0.17088,401
Sunnyside/Woodside,An hour or more,2015,Percent,0.14368,402
Jackson Heights,An hour or more,2015,Percent,0.22152,403
Elmhurst/Corona,An hour or more,2015,Percent,0.29553,404
Ridgewood/Glendale,An hour or more,2015,Percent,0.23814,405
Rego Park/Forest Hills,An hour or more,2015,Percent,0.25489,406
Flushing,An hour or more,2015,Percent,0.26982,407
Fresh Meadows/Briarwood,An hour or more,2015,Percent,0.34408,408
Woodhaven,An hour or more,2015,Percent,0.36176,409
Howard Beach,An hour or more,2015,Percent,0.38946,410
Bayside,An hour or more,2015,Percent,0.30478,411
Jamaica/St. Albans,An hour or more,2015,Percent,0.41469,412
Queens Village,An hour or more,2015,Percent,0.38106,413
The Rockaways,An hour or more,2015,Percent,0.40465,414
St. George,An hour or more,2015,Percent,0.31739,501
South Beach,An hour or more,2015,Percent,0.32718,502
Tottenville,An hour or more,2015,Percent,0.36016,503
Bronx,An hour or more,2015,Percent,0.35578,36005
Brooklyn,An hour or more,2015,Percent,0.27806,36047
Manhattan,An hour or more,2015,Percent,0.11612,36061
Queens,An hour or more,2015,Percent,0.29675,36081
Staten Island,An hour or more,2015,Percent,0.33618,36085
New York City,An hour or more,2015,Percent,0.26287,3651000
Battery Park/Tribeca,30 to 59 minutes,2015,Percent,0.27241,101
Greenwich Village,30 to 59 minutes,2015,Percent,0.27241,102
Lower East Side,30 to 59 minutes,2015,Percent,0.42644,103
Chelsea/Clinton,30 to 59 minutes,2015,Percent,0.30704,104
Midtown Business District,30 to 59 minutes,2015,Percent,0.30704,105
Murray Hill/Stuyvesant,30 to 59 minutes,2015,Percent,0.3402,106
Upper West Side,30 to 59 minutes,2015,Percent,0.4808,107
Upper East Side,30 to 59 minutes,2015,Percent,0.49471,108
Manhattanville,30 to 59 minutes,2015,Percent,0.54342,109
Central Harlem,30 to 59 minutes,2015,Percent,0.58375,110
East Harlem,30 to 59 minutes,2015,Percent,0.48684,111
Washington Heights,30 to 59 minutes,2015,Percent,0.47974,112
Mott Haven,30 to 59 minutes,2015,Percent,0.3723,201
Hunts Point,30 to 59 minutes,2015,Percent,0.3723,202
Morrisania,30 to 59 minutes,2015,Percent,0.35161,203
Concourse/Highbridge,30 to 59 minutes,2015,Percent,0.50913,204
University Heights,30 to 59 minutes,2015,Percent,0.51275,205
East Tremont,30 to 59 minutes,2015,Percent,0.35161,206
Bedford Park,30 to 59 minutes,2015,Percent,0.40704,207
Riverdale,30 to 59 minutes,2015,Percent,0.36254,208
Unionport/Soundview,30 to 59 minutes,2015,Percent,0.33467,209
Throgs Neck,30 to 59 minutes,2015,Percent,0.28629,210
Pelham Parkway,30 to 59 minutes,2015,Percent,0.31026,211
Williamsbridge,30 to 59 minutes,2015,Percent,0.34234,212
Williamsburg/Greenpoint,30 to 59 minutes,2015,Percent,0.59496,301
Fort Greene/Brooklyn Hts,30 to 59 minutes,2015,Percent,0.5404,302
Bedford Stuyvesant,30 to 59 minutes,2015,Percent,0.53291,303
Bushwick,30 to 59 minutes,2015,Percent,0.56399,304
East New York,30 to 59 minutes,2015,Percent,0.53941,305
Park Slope,30 to 59 minutes,2015,Percent,0.6254,306
Sunset Park,30 to 59 minutes,2015,Percent,0.44883,307
Crown Heights North,30 to 59 minutes,2015,Percent,0.52058,308
Crown Heights South,30 to 59 minutes,2015,Percent,0.58071,309
Bay Ridge,30 to 59 minutes,2015,Percent,0.38336,310
Bensonhurst,30 to 59 minutes,2015,Percent,0.30919,311
Borough Park,30 to 59 minutes,2015,Percent,0.3422,312
Coney Island,30 to 59 minutes,2015,Percent,0.35402,313
Flatbush/Midwood,30 to 59 minutes,2015,Percent,0.46788,314
Sheepshead Bay,30 to 59 minutes,2015,Percent,0.35368,315
Brownsville,30 to 59 minutes,2015,Percent,0.49726,316
East Flatbush,30 to 59 minutes,2015,Percent,0.46735,317
Canarsie,30 to 59 minutes,2015,Percent,0.35108,318
Astoria,30 to 59 minutes,2015,Percent,0.61682,401
Sunnyside/Woodside,30 to 59 minutes,2015,Percent,0.64298,402
Jackson Heights,30 to 59 minutes,2015,Percent,0.56481,403
Elmhurst/Corona,30 to 59 minutes,2015,Percent,0.5037,404
Ridgewood/Glendale,30 to 59 minutes,2015,Percent,0.53068,405
Rego Park/Forest Hills,30 to 59 minutes,2015,Percent,0.54295,406
Flushing,30 to 59 minutes,2015,Percent,0.38487,407
Fresh Meadows/Briarwood,30 to 59 minutes,2015,Percent,0.37715,408
Woodhaven,30 to 59 minutes,2015,Percent,0.42482,409
Howard Beach,30 to 59 minutes,2015,Percent,0.35821,410
Bayside,30 to 59 minutes,2015,Percent,0.38588,411
Jamaica/St. Albans,30 to 59 minutes,2015,Percent,0.34983,412
Queens Village,30 to 59 minutes,2015,Percent,0.34941,413
The Rockaways,30 to 59 minutes,2015,Percent,0.3415,414
St. George,30 to 59 minutes,2015,Percent,0.26659,501
South Beach,30 to 59 minutes,2015,Percent,0.29984,502
Tottenville,30 to 59 minutes,2015,Percent,0.28392,503
Bronx,30 to 59 minutes,2015,Percent,0.37869,36005
Brooklyn,30 to 59 minutes,2015,Percent,0.46796,36047
Manhattan,30 to 59 minutes,2015,Percent,0.43312,36061
Queens,30 to 59 minutes,2015,Percent,0.45604,36081
Staten Island,30 to 59 minutes,2015,Percent,0.28274,36085
New York City,30 to 59 minutes,2015,Percent,0.43422,3651000
Battery Park/Tribeca,Under 30 minutes,2016,Percent,0.59502,101
Greenwich Village,Under 30 minutes,2016,Percent,0.59502,102
Lower East Side,Under 30 minutes,2016,Percent,0.42942,103
Chelsea/Clinton,Under 30 minutes,2016,Percent,0.61137,104
Midtown Business District,Under 30 minutes,2016,Percent,0.61137,105
Murray Hill/Stuyvesant,Under 30 minutes,2016,Percent,0.6032,106
Upper West Side,Under 30 minutes,2016,Percent,0.39584,107
Upper East Side,Under 30 minutes,2016,Percent,0.39102,108
Manhattanville,Under 30 minutes,2016,Percent,0.27435,109
Central Harlem,Under 30 minutes,2016,Percent,0.24972,110
East Harlem,Under 30 minutes,2016,Percent,0.35151,111
Washington Heights,Under 30 minutes,2016,Percent,0.23466,112
Mott Haven,Under 30 minutes,2016,Percent,0.24229,201
Hunts Point,Under 30 minutes,2016,Percent,0.24229,202
Morrisania,Under 30 minutes,2016,Percent,0.28249,203
Concourse/Highbridge,Under 30 minutes,2016,Percent,0.23343,204
University Heights,Under 30 minutes,2016,Percent,0.25616,205
East Tremont,Under 30 minutes,2016,Percent,0.28249,206
Bedford Park,Under 30 minutes,2016,Percent,0.24305,207
Riverdale,Under 30 minutes,2016,Percent,0.23643,208
Unionport/Soundview,Under 30 minutes,2016,Percent,0.2015,209
Throgs Neck,Under 30 minutes,2016,Percent,0.32738,210
Pelham Parkway,Under 30 minutes,2016,Percent,0.29643,211
Williamsbridge,Under 30 minutes,2016,Percent,0.28006,212
Williamsburg/Greenpoint,Under 30 minutes,2016,Percent,0.31349,301
Fort Greene/Brooklyn Hts,Under 30 minutes,2016,Percent,0.32553,302
Bedford Stuyvesant,Under 30 minutes,2016,Percent,0.20898,303
Bushwick,Under 30 minutes,2016,Percent,0.2209,304
East New York,Under 30 minutes,2016,Percent,0.1511,305
Park Slope,Under 30 minutes,2016,Percent,0.21721,306
Sunset Park,Under 30 minutes,2016,Percent,0.24316,307
Crown Heights North,Under 30 minutes,2016,Percent,0.19866,308
Crown Heights South,Under 30 minutes,2016,Percent,0.23302,309
Bay Ridge,Under 30 minutes,2016,Percent,0.25214,310
Bensonhurst,Under 30 minutes,2016,Percent,0.22776,311
Borough Park,Under 30 minutes,2016,Percent,0.36552,312
Coney Island,Under 30 minutes,2016,Percent,0.26452,313
Flatbush/Midwood,Under 30 minutes,2016,Percent,0.26332,314
Sheepshead Bay,Under 30 minutes,2016,Percent,0.2793,315
Brownsville,Under 30 minutes,2016,Percent,0.17932,316
East Flatbush,Under 30 minutes,2016,Percent,0.17756,317
Canarsie,Under 30 minutes,2016,Percent,0.22639,318
Astoria,Under 30 minutes,2016,Percent,0.23128,401
Sunnyside/Woodside,Under 30 minutes,2016,Percent,0.26658,402
Jackson Heights,Under 30 minutes,2016,Percent,0.2214,403
Elmhurst/Corona,Under 30 minutes,2016,Percent,0.20953,404
Ridgewood/Glendale,Under 30 minutes,2016,Percent,0.21892,405
Rego Park/Forest Hills,Under 30 minutes,2016,Percent,0.18823,406
Flushing,Under 30 minutes,2016,Percent,0.3263,407
Fresh Meadows/Briarwood,Under 30 minutes,2016,Percent,0.2877,408
Woodhaven,Under 30 minutes,2016,Percent,0.18959,409
Howard Beach,Under 30 minutes,2016,Percent,0.18838,410
Bayside,Under 30 minutes,2016,Percent,0.30547,411
Jamaica/St. Albans,Under 30 minutes,2016,Percent,0.22662,412
Queens Village,Under 30 minutes,2016,Percent,0.27017,413
The Rockaways,Under 30 minutes,2016,Percent,0.27562,414
St. George,Under 30 minutes,2016,Percent,0.38849,501
South Beach,Under 30 minutes,2016,Percent,0.36427,502
Tottenville,Under 30 minutes,2016,Percent,0.37513,503
Bronx,Under 30 minutes,2016,Percent,0.25695,36005
Brooklyn,Under 30 minutes,2016,Percent,0.24278,36047
Manhattan,Under 30 minutes,2016,Percent,0.41903,36061
Queens,Under 30 minutes,2016,Percent,0.24541,36081
Staten Island,Under 30 minutes,2016,Percent,0.37674,36085
New York City,Under 30 minutes,2016,Percent,0.29046,3651000
Battery Park/Tribeca,An hour or more,2016,Percent,0.04736,101
Greenwich Village,An hour or more,2016,Percent,0.04736,102
Lower East Side,An hour or more,2016,Percent,0.11439,103
Chelsea/Clinton,An hour or more,2016,Percent,0.06588,104
Midtown Business District,An hour or more,2016,Percent,0.06588,105
Murray Hill/Stuyvesant,An hour or more,2016,Percent,0.04846,106
Upper West Side,An hour or more,2016,Percent,0.08452,107
Upper East Side,An hour or more,2016,Percent,0.08331,108
Manhattanville,An hour or more,2016,Percent,0.13678,109
Central Harlem,An hour or more,2016,Percent,0.1434,110
East Harlem,An hour or more,2016,Percent,0.13299,111
Washington Heights,An hour or more,2016,Percent,0.21989,112
Mott Haven,An hour or more,2016,Percent,0.31445,201
Hunts Point,An hour or more,2016,Percent,0.31445,202
Morrisania,An hour or more,2016,Percent,0.35834,203
Concourse/Highbridge,An hour or more,2016,Percent,0.29401,204
University Heights,An hour or more,2016,Percent,0.34149,205
East Tremont,An hour or more,2016,Percent,0.35834,206
Bedford Park,An hour or more,2016,Percent,0.34888,207
Riverdale,An hour or more,2016,Percent,0.40581,208
Unionport/Soundview,An hour or more,2016,Percent,0.4198,209
Throgs Neck,An hour or more,2016,Percent,0.28917,210
Pelham Parkway,An hour or more,2016,Percent,0.38157,211
Williamsbridge,An hour or more,2016,Percent,0.39056,212
Williamsburg/Greenpoint,An hour or more,2016,Percent,0.09816,301
Fort Greene/Brooklyn Hts,An hour or more,2016,Percent,0.11696,302
Bedford Stuyvesant,An hour or more,2016,Percent,0.22811,303
Bushwick,An hour or more,2016,Percent,0.2056,304
East New York,An hour or more,2016,Percent,0.36673,305
Park Slope,An hour or more,2016,Percent,0.14907,306
Sunset Park,An hour or more,2016,Percent,0.32957,307
Crown Heights North,An hour or more,2016,Percent,0.20053,308
Crown Heights South,An hour or more,2016,Percent,0.24542,309
Bay Ridge,An hour or more,2016,Percent,0.34639,310
Bensonhurst,An hour or more,2016,Percent,0.39793,311
Borough Park,An hour or more,2016,Percent,0.25777,312
Coney Island,An hour or more,2016,Percent,0.44662,313
Flatbush/Midwood,An hour or more,2016,Percent,0.29413,314
Sheepshead Bay,An hour or more,2016,Percent,0.38846,315
Brownsville,An hour or more,2016,Percent,0.32707,316
East Flatbush,An hour or more,2016,Percent,0.35,317
Canarsie,An hour or more,2016,Percent,0.39468,318
Astoria,An hour or more,2016,Percent,0.17705,401
Sunnyside/Woodside,An hour or more,2016,Percent,0.15089,402
Jackson Heights,An hour or more,2016,Percent,0.26737,403
Elmhurst/Corona,An hour or more,2016,Percent,0.2977,404
Ridgewood/Glendale,An hour or more,2016,Percent,0.26665,405
Rego Park/Forest Hills,An hour or more,2016,Percent,0.31052,406
Flushing,An hour or more,2016,Percent,0.27541,407
Fresh Meadows/Briarwood,An hour or more,2016,Percent,0.34135,408
Woodhaven,An hour or more,2016,Percent,0.38542,409
Howard Beach,An hour or more,2016,Percent,0.41573,410
Bayside,An hour or more,2016,Percent,0.38162,411
Jamaica/St. Albans,An hour or more,2016,Percent,0.417,412
Queens Village,An hour or more,2016,Percent,0.3667,413
The Rockaways,An hour or more,2016,Percent,0.42208,414
St. George,An hour or more,2016,Percent,0.36327,501
South Beach,An hour or more,2016,Percent,0.3531,502
Tottenville,An hour or more,2016,Percent,0.3668,503
Bronx,An hour or more,2016,Percent,0.35795,36005
Brooklyn,An hour or more,2016,Percent,0.28413,36047
